make,model,model_contd,year,asking_price,miles_driven,fuel,seller_type,transmission,num_previous_owners,mileage,engine,max_power,torque,seats,engine_max_power_torque
Tata,Indigo,V BSIII,2012,11499.95,31060.60606,Diesel,Individual,Manual,1,17.0 kmpl,1405 CC,70 bhp,135Nm@ 2500,5,1427 70 13.5@2500
Tata,Indica,V2 1.2 GLE BSIII,2013,8500,68333.33333,Petrol,Individual,Manual,2,15.3 kmpl,1193 CC,65 bhp,100Nm @ 2600rpm,5,1193 65 100@2600
Tata,Indica,V2 2001-2011 DLS BSIII,2007,2750,47186.0303,Diesel,Individual,Manual,2,17.88 kmpl,1396 CC,53 bhp,85Nm@ 2500rpm,5,1396 53 85@2500
Tata,Indica,V2 2001-2011 DLS BSIII,2008,3000,74545.45455,Diesel,Individual,Manual,4,17.88 kmpl,1396 CC,53 bhp,85Nm@ 2500rpm,5,1396 53 85@2500
Tata,Indica,V2 2001-2011 DLS BSIII,2009,4400,125391.6667,Diesel,Individual,Manual,2,17.88 kmpl,1396 CC,53 bhp,85Nm@ 2500rpm,5,1396 53 85@2500
Tata,Indica,V2 2001-2011 DLS BSIII,2009,4500,74545.45455,Diesel,Individual,Manual,2,17.88 kmpl,1396 CC,53 bhp,85Nm@ 2500rpm,5,1396 53 85@2500
Tata,Indica,V2 2001-2011 eLX,2011,6500,55909.09091,Diesel,Individual,Manual,2,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800rpm,5,1396 69 140@1800
Tata,Indica,V2 2001-2011 eLX,2011,8250,46590.90909,Diesel,Dealer,Manual,2,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800rpm,5,1396 69 140@1800
Tata,Indica,V2 DiCOR DLG BS-III,2008,2500,74545.45455,Diesel,Individual,Manual,3,17.5 kmpl,1396 CC,70 bhp,"140Nm @ 1,800rpm",5,1405 70 140@1800
Tata,Indica,V2 DL,2009,4750,49696.9697,Diesel,Individual,Manual,2,17.88 kmpl,1396 CC,53 bhp,85Nm@ 2500rpm,5,1396 53 85@2500
Tata,Indica,V2 DL BSIII,2006,3375,68333.33333,Diesel,Individual,Manual,4,17.88 kmpl,1396 CC,53 bhp,85Nm@ 2500rpm,5,1396 53 85@2500
Tata,Indica,V2 DL BSIII,2007,4500,31060.60606,Diesel,Individual,Manual,1,17.88 kmpl,1396 CC,53 bhp,85Nm@ 2500rpm,5,1396 53 85@2500
Tata,Indica,V2 DL BSIII,2011,3750,87280.30303,Diesel,Individual,Manual,3,17.88 kmpl,1396 CC,53 bhp,85Nm@ 2500rpm,5,1396 53 85@2500
Tata,Indica,V2 DLE BSII,2007,4500,55909.09091,Diesel,Individual,Manual,3,17.2 kmpl,1396 CC,53.5 bhp,85Nm@ 2500rpm,5,1396 53.5 85@2500
Tata,Indica,V2 DLE BSII,2007,2500,49696.9697,Diesel,Individual,Manual,3,17.2 kmpl,1396 CC,53.5 bhp,85Nm@ 2500rpm,5,1396 53.5 85@2500
Tata,Indica,V2 DLE BSII,2009,2250,62121.21212,Diesel,Individual,Manual,2,17.2 kmpl,1396 CC,53.5 bhp,85Nm@ 2500rpm,5,1396 53.5 85@2500
Tata,Indica,V2 DLE BSIII,2007,10000,31060.60606,Diesel,Individual,Manual,1,17.88 kmpl,1396 CC,53 bhp,85Nm@ 2500rpm,5,1396 53 85@2500
Tata,Indica,V2 DLE BSIII,2007,3250,74545.45455,Diesel,Individual,Manual,3,17.88 kmpl,1396 CC,53 bhp,85Nm@ 2500rpm,5,1396 53 85@2500
Tata,Indica,V2 DLE BSIII,2009,4500,37272.72727,Diesel,Individual,Manual,2,17.88 kmpl,1396 CC,53 bhp,85Nm@ 2500rpm,5,1396 53 85@2500
Tata,Indica,V2 DLE BSIII,2011,5749.95,106848.4848,Diesel,Individual,Manual,2,17.88 kmpl,1396 CC,53 bhp,85Nm@ 2500rpm,5,1396 53 85@2500
Tata,Indica,V2 DLG TC,2008,8750,74545.45455,Diesel,Individual,Manual,3,16.8 kmpl,1405 CC,68 bhp,130Nm@ 2500rpm,5,1405 68 130@2500
Tata,Indica,V2 DLS,2007,3500,68333.33333,Diesel,Individual,Manual,2,17.2 kmpl,1396 CC,54 bhp,85Nm @ 2500rpm,5,1396 54 85@2500
Tata,Indica,V2 DLS,2007,4250,93181.81818,Diesel,Individual,Manual,2,17.2 kmpl,1396 CC,54 bhp,85Nm @ 2500rpm,5,1396 54 85@2500
Tata,Indica,V2 DLS,2007,3250,74545.45455,Diesel,Individual,Manual,3,17.2 kmpl,1396 CC,54 bhp,85Nm @ 2500rpm,5,1396 54 85@2500
Tata,Indica,V2 DLS,2008,3250,68333.33333,Diesel,Individual,Manual,2,17.2 kmpl,1396 CC,54 bhp,85Nm @ 2500rpm,5,1396 54 85@2500
Tata,Indica,V2 DLS,2009,4000,68333.33333,Diesel,Individual,Manual,2,17.2 kmpl,1396 CC,54 bhp,85Nm @ 2500rpm,5,1396 54 85@2500
Tata,Indica,V2 DLS,2011,5000,49696.9697,Diesel,Individual,Manual,1,17.2 kmpl,1396 CC,54 bhp,85Nm @ 2500rpm,5,1396 54 85@2500
Tata,Indica,V2 DLS BSIII,2013,8500,74545.45455,Diesel,Individual,Manual,2,17.88 kmpl,1405 CC,48 bhp,85Nm@ 2500rpm,5,1405 48 85@2500
Tata,Indica,V2 DLS TC,2004,2750,55909.09091,Diesel,Individual,Manual,3,16.8 kmpl,1405 CC,62 bhp,135 @ 3500,5,1405 62 135@2500
Tata,Indica,V2 DLS TC,2004,5000,24848.48485,Diesel,Individual,Manual,2,16.8 kmpl,1405 CC,62 bhp,135 @ 3500,5,1405 62 135@2500
Tata,Indica,V2 DLS TC,2004,4250,74545.45455,Diesel,Individual,Manual,2,16.8 kmpl,1405 CC,62 bhp,135 @ 3500,5,1405 62 135@2500
Tata,Indica,V2 DLS TC,2004,2500,168348.4848,Diesel,Individual,Manual,1,16.8 kmpl,1405 CC,62 bhp,135 @ 3500,5,1405 62 135@2500
Tata,Indica,V2 DLS TC,2006,5500,54666.66667,Diesel,Individual,Manual,2,16.8 kmpl,1405 CC,62 bhp,135 @ 3500,5,1405 62 135@2500
Tata,Indica,V2 DLS TC,2006,5000,68333.33333,Diesel,Individual,Manual,3,16.8 kmpl,1405 CC,62 bhp,135 @ 3500,5,1405 62 135@2500
Tata,Indica,V2 DLS TC,2007,4000,68333.33333,Diesel,Individual,Manual,3,16.8 kmpl,1405 CC,62 bhp,135 @ 3500,5,1405 62 135@2500
Tata,Indica,V2 DLS TC,2008,5000,24848.48485,Diesel,Individual,Manual,1,16.8 kmpl,1405 CC,62 bhp,135 @ 3500,5,1405 62 135@2500
Tata,Indica,V2 DLS TC,2008,3500,62121.21212,Diesel,Individual,Manual,1,16.8 kmpl,1405 CC,62 bhp,135 @ 3500,5,1405 62 135@2500
Tata,Indica,V2 DLS TC,2009,4500,73303.0303,Diesel,Individual,Manual,2,16.8 kmpl,1405 CC,62 bhp,135 @ 3500,5,1405 62 135@2500
Tata,Indica,V2 DLX,2007,2962.95,64606.06061,Diesel,Individual,Manual,2,17.2 kmpl,1396 CC,54 bhp,85@ 2500,5,1396 54 8.5@2500
Tata,Indica,V2 DLX,2008,3350,49696.9697,Diesel,Individual,Manual,2,17.2 kmpl,1396 CC,54 bhp,85@ 2500,5,1396 54 8.5@2500
Tata,Indica,V2 DLX BSII,2011,5500,31060.60606,Diesel,Individual,Manual,1,17.2 kmpl,1396 CC,54 bhp,85@ 2500,5,1396 54 8.5@2500
Tata,Indica,V2 DLX BSIII,2016,15000,37272.72727,Diesel,Individual,Manual,2,17.88 kmpl,1405 CC,48 bhp,85Nm@ 2500rpm,5,1405 48 85@2500
Tata,Indica,V2 DLX TC,2006,4250,74545.45455,Diesel,Individual,Manual,3,16.8 kmpl,1405 CC,68 bhp,"13@ 2,500(kgm@ rpm)",5,1405 68 13@2500
Tata,Indica,V2 DLX TC,2008,2250,37272.72727,Diesel,Individual,Manual,2,16.8 kmpl,1405 CC,68 bhp,"13@ 2,500(kgm@ rpm)",5,1405 68 13@2500
Tata,Indica,V2 eLS,2014,8000,55909.09091,Diesel,Individual,Manual,1,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800rpm,5,1396 69 140@1800
Tata,Indica,V2 eLS,2016,10000,68333.33333,Diesel,Individual,Manual,2,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800rpm,5,1396 69 140@1800
Tata,Indica,V2 eLS,2017,14500,24848.48485,Diesel,Individual,Manual,1,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800rpm,5,1396 69 140@1800
Tata,Indica,V2 eLS,2018,12500,68333.33333,Diesel,Individual,Manual,1,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800rpm,5,1396 69 140@1800
Tata,Indica,V2 eLX,2012,4150,55909.09091,Diesel,Individual,Manual,2,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800rpm,5,1396 69 140@1800
Tata,Indica,V2 eLX,2014,8000,74545.45455,Diesel,Individual,Manual,1,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800rpm,5,1396 69 140@1800
Tata,Indica,V2 eLX,2014,10000,34723.27273,Diesel,Individual,Manual,2,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800rpm,5,1396 69 140@1800
Tata,Indica,V2 Emax CNG GLX,2015,7750,37272.72727,CNG,Individual,Manual,2,23.7 km/kg,1193 CC,55 bhp,90Nm@ 2650rpm,5,1193 55 90@2650
Tata,Indica,V2 eXeta GLS,2006,5500,33249.13636,Petrol,Dealer,Manual,1,16.84 kmpl,1193 CC,64 bhp,100Nm@ 2700rpm,5,1193 64 100@2700
Tata,Indica,V2 GLX BSIII,2008,3250,31060.60606,Petrol,Individual,Manual,2,15.3 kmpl,1396 CC,70 bhp,122Nm@ 2600rpm,5,1396 70 122@2600
Tata,Indica,V2 GLX BSIII,2012,10000,18684.81818,Petrol,Dealer,Manual,1,15.3 kmpl,1396 CC,70 bhp,122Nm@ 2600rpm,5,1396 70 122@2600
Tata,Indica,V2 LSi,2008,4250,15530.30303,Petrol,Individual,Manual,2,16.84 kmpl,1193 CC,64 bhp,100Nm@ 2700rpm,5,1193 64 100@2700
Tata,Indica,V2 LSi,2012,3750,7454.545455,Petrol,Individual,Manual,1,16.84 kmpl,1193 CC,64 bhp,100Nm@ 2700rpm,5,1193 64 100@2700
Tata,Indica,V2 Turbomax DLS BS IV,2012,6750,74545.45455,Diesel,Individual,Manual,2,19.0 kmpl,1405 CC,71 bhp,135 Nm at 2500 rpm,5,1405 71 135@2500
Tata,Indica,V2 Turbomax DLS BS IV,2012,13750,55909.09091,Diesel,Individual,Manual,2,19.0 kmpl,1405 CC,71 bhp,135 Nm at 2500 rpm,5,1405 71 135@2500
Tata,Indica,Vista Aqua 1.3 Quadrajet,2010,8750,37272.72727,Diesel,Individual,Manual,1,18.0 kmpl,1248 CC,75 bhp,190 Nm at 1750  rpm,5,1248 75 190@1750
Tata,Indica,Vista Aqua 1.3 Quadrajet,2011,6250,52803.0303,Diesel,Individual,Manual,2,18.0 kmpl,1248 CC,75 bhp,190 Nm at 1750  rpm,5,1248 75 190@1750
Tata,Indica,Vista Aqua 1.3 Quadrajet (ABS),2010,9000,54045.45455,Diesel,Individual,Manual,1,18.0 kmpl,1248 CC,75 bhp,190 Nm at 1750 rpm,5,1248 75 190@1750
Tata,Indica,Vista Aqua 1.3 Quadrajet (ABS),2012,10000,49696.9697,Diesel,Individual,Manual,2,18.0 kmpl,1248 CC,75 bhp,190 Nm at 1750 rpm,5,1248 75 190@1750
Tata,Indica,Vista Aqua 1.3 Quadrajet (ABS),2012,6000,99393.93939,Diesel,Individual,Manual,2,18.0 kmpl,1248 CC,75 bhp,190 Nm at 1750 rpm,5,1248 75 190@1750
Tata,Indica,Vista Aqua 1.3 Quadrajet (ABS),2012,12500,62121.21212,Diesel,Individual,Manual,2,18.0 kmpl,1248 CC,75 bhp,190 Nm at 1750 rpm,5,1248 75 190@1750
Tata,Indica,Vista Aqua 1.3 Quadrajet (ABS),2013,6500,74545.45455,Diesel,Individual,Manual,2,18.0 kmpl,1248 CC,75 bhp,190 Nm at 1750 rpm,5,1248 75 190@1750
Tata,Indica,Vista Aqua 1.3 Quadrajet BSIV,2011,6500,33545.45455,Diesel,Individual,Manual,2,18.4 kmpl,1248 CC,75 bhp,190 Nm at 1750 rpm,5,1248 75 190@1750
Tata,Indica,Vista Aqua 1.3 Quadrajet BSIV,2012,10000,111818.1818,Diesel,Individual,Manual,1,18.4 kmpl,1248 CC,75 bhp,190 Nm at 1750 rpm,5,1248 75 190@1750
Tata,Indica,Vista Aqua 1.3 Quadrajet BSIV,2012,7500,143772.0909,Diesel,Individual,Manual,2,18.4 kmpl,1248 CC,75 bhp,190 Nm at 1750 rpm,5,1248 75 190@1750
Tata,Indica,Vista Aqua 1.4 TDI,2009,6000,74545.45455,Diesel,Individual,Manual,1,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm,5,1405 71 135@2500
Tata,Indica,Vista Aqua 1.4 TDI,2009,5000,118030.303,Diesel,Individual,Manual,1,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm,5,1405 71 135@2500
Tata,Indica,Vista Aqua 1.4 TDI,2009,7600,29818.18182,Diesel,Individual,Manual,2,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm,5,1405 71 135@2500
Tata,Indica,Vista Aqua 1.4 TDI,2010,6250,74545.45455,Diesel,Individual,Manual,2,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm,5,1405 71 135@2500
Tata,Indica,Vista Aqua 1.4 TDI,2010,10000,68333.33333,Diesel,Individual,Manual,1,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm,5,1405 71 135@2500
Tata,Indica,Vista Aqua 1.4 TDI,2011,10000,68333.33333,Diesel,Individual,Manual,2,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm,5,1405 71 135@2500
Tata,Indica,Vista Aqua 1.4 TDI,2011,7600,49696.9697,Diesel,Individual,Manual,1,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm,5,1405 71 135@2500
Tata,Indica,Vista Aqua 1.4 TDI,2011,12400,49696.9697,Diesel,Individual,Manual,1,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm,5,1405 71 135@2500
Tata,Indica,Vista Aqua 1.4 TDI,2011,7000,124242.4242,Diesel,Individual,Manual,2,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm,5,1405 71 135@2500
Tata,Indica,Vista Aqua TDI BSIII,2011,10000,31060.60606,Diesel,Individual,Manual,2,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm,5,1405 71 135@2500
Tata,Indica,Vista Aqua TDI BSIII,2011,10000,124242.4242,Diesel,Individual,Manual,2,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm,5,1405 71 135@2500
Tata,Indica,Vista Aura 1.2 Safire (ABS) 90hp BS IV,2010,7500,18015.15152,Petrol,Individual,Manual,1,16.5 kmpl,1172 CC,65 bhp,96 Nm at 3000 rpm,5,1172 65 96@3000
Tata,Indica,Vista Aura 1.2 Safire (ABS) 90hp BS IV,2011,7500,43484.84848,Petrol,Individual,Manual,2,16.5 kmpl,1172 CC,65 bhp,96 Nm at 3000 rpm,5,1172 65 96@3000
Tata,Indica,Vista Aura 1.2 Safire (ABS) 90hp BS IV,2010,15000,29818.18182,Petrol,Individual,Manual,1,15.8 kmpl,1172 CC,65 bhp,96 Nm at 3000 rpm,5,1172 65 96@3000
Tata,Indica,Vista Aura 1.2 Safire BSIV,2011,6500,43484.84848,Petrol,Individual,Manual,2,16.5 kmpl,1172 CC,65 bhp,96  Nm at 3000  rpm,5,1172 65 96@3000
Tata,Indica,Vista Aura 1.3 Quadrajet (ABS),2011,5000,49696.9697,Diesel,Individual,Manual,1,18.0 kmpl,1248 CC,75 bhp,190 Nm at 1750 rpm,5,1248 75 190@1750
Tata,Indica,Vista Aura 1.3 Quadrajet (ABS) BS IV,2010,12500,23571.27273,Diesel,Individual,Manual,1,18.4 kmpl,1248 CC,75 bhp,190Nm@ 1750rpm,5,1248 75 190@1750
Tata,Indica,Vista Aura 1.3 Quadrajet (ABS) BS IV,2011,9000,74545.45455,Diesel,Individual,Manual,2,18.4 kmpl,1248 CC,75 bhp,190Nm@ 1750rpm,5,1248 75 190@1750
Tata,Indica,Vista Aura Plus 1.3 Quadrajet BS IV,2010,11499.95,86969.69697,Diesel,Individual,Manual,1,18.4 kmpl,1248 CC,75 bhp,190Nm@ 1750rpm,5,1248 75 190@1750
Tata,Indica,Vista Aura Safire Anniversary Edition,2009,6750,17953.0303,Petrol,Individual,Manual,2,0.0 kmpl,1172 CC,65 bhp,96Nm@ 3000rpm,5,1172 65 96@3000
Tata,Indica,Vista Quadrajet 90 VX,2013,10000,103742.4242,Diesel,Individual,Manual,1,22.3 kmpl,1248 CC,89 bhp,200Nm@ 1750rpm,5,1248 89 200@1750
Tata,Indica,Vista Quadrajet 90 VX,2013,16250,62121.21212,Diesel,Individual,Manual,1,22.3 kmpl,1248 CC,89 bhp,200Nm@ 1750rpm,5,1248 89 200@1750
Tata,Indica,Vista Quadrajet LS,2012,12000,43484.84848,Diesel,Individual,Manual,1,22.3 kmpl,1248 CC,74 bhp,190Nm@1750rpm,5,1248 74 190@1750
Tata,Indica,Vista Quadrajet LS,2012,12000,43484.84848,Diesel,Individual,Manual,1,22.3 kmpl,1248 CC,74 bhp,190Nm@1750rpm,5,1248 74 190@1750
Tata,Indica,Vista Quadrajet LS,2012,6250,74545.45455,Diesel,Individual,Manual,1,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750rpm,5,1248 74 190@1750
Tata,Indica,Vista Quadrajet LS,2013,6000,74545.45455,Diesel,Individual,Manual,1,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750rpm,5,1248 74 190@1750
Tata,Indica,Vista Quadrajet LS,2014,12000,104363.6364,Diesel,Individual,Manual,2,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750rpm,5,1248 74 190@1750
Tata,Indica,Vista Quadrajet LS,2015,12500,96287.87879,Diesel,Individual,Manual,2,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750rpm,5,1248 74 190@1750
Tata,Indica,Vista Quadrajet VX,2012,6500,37272.72727,Diesel,Individual,Manual,1,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750rpm,5,1248 74 190@1750
Tata,Indica,Vista Quadrajet VX,2012,7500,68333.33333,Diesel,Individual,Manual,1,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750rpm,5,1248 74 190@1750
Tata,Indica,Vista Quadrajet VX,2012,8750,37272.72727,Diesel,Individual,Manual,1,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750rpm,5,1248 74 190@1750
Tata,Indica,Vista Quadrajet VX,2012,14250,110575.7576,Diesel,Individual,Manual,2,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750rpm,5,1248 74 190@1750
Tata,Indica,Vista Quadrajet VX,2012,10000,55909.09091,Diesel,Individual,Manual,1,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750rpm,5,1248 74 190@1750
Tata,Indica,Vista Quadrajet VX,2012,10000,55909.09091,Diesel,Individual,Manual,1,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750rpm,5,1248 74 190@1750
Tata,Indica,Vista Quadrajet VX,2013,9500,74545.45455,Diesel,Individual,Manual,2,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750rpm,5,1248 74 190@1750
Tata,Indica,Vista Quadrajet VX Tech,2014,11250,74545.45455,Diesel,Individual,Manual,1,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750rpm,5,1248 74 190@1750
Tata,Indica,Vista Quadrajet ZX,2012,12500,24848.48485,Diesel,Individual,Manual,1,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750rpm,5,1248 74 190@1750
Tata,Indica,Vista Safire GLX,2014,10500,21742.42424,Petrol,Individual,Manual,2,16.7 kmpl,1172 CC,65 bhp,96Nm@ 3000rpm,5,1172 65 96@3000
Tata,Indica,Vista TDI LS,2011,5500,74545.45455,Diesel,Individual,Manual,1,19.4 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,5,1405 70 135@2500
Tata,Indica,Vista TDI LS,2011,7500,74545.45455,Diesel,Individual,Manual,1,19.4 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,5,1405 70 135@2500
Tata,Indica,Vista TDI LS,2012,5950,59015.15152,Diesel,Individual,Manual,2,19.4 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,5,1405 70 135@2500
Tata,Indica,Vista TDI LS,2012,8750,55909.09091,Diesel,Individual,Manual,3,19.4 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,5,1405 70 135@2500
Tata,Indica,Vista TDI LS,2013,8500,100946.9697,Diesel,Individual,Manual,1,19.4 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,5,1405 70 135@2500
Tata,Indica,Vista TDI LS,2013,8000,68333.33333,Diesel,Individual,Manual,1,19.4 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,5,1405 70 135@2500
Tata,Indica,Vista TDI LS,2013,10500,83863.63636,Diesel,Dealer,Manual,2,19.4 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,5,1405 70 135@2500
Tata,Indica,Vista TDI LS,2013,7500,55909.09091,Diesel,Individual,Manual,2,19.4 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,5,1405 70 135@2500
Tata,Indica,Vista TDI LS,2014,12500,74545.45455,Diesel,Individual,Manual,1,19.1 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,5,1405 70 135@2500
Tata,Indica,Vista TDI LS,2014,5500,155303.0303,Diesel,Individual,Manual,2,19.1 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,5,1405 70 135@2500
Tata,Indica,Vista TDI LS,2015,14250,43484.84848,Diesel,Individual,Manual,1,19.1 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,5,1405 70 135@2500
Tata,Indica,Vista TDI LS,2015,11499.95,74545.45455,Diesel,Individual,Manual,2,19.1 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,5,1405 70 135@2500
Tata,Indica,Vista TDI LS,2015,12000,68333.33333,Diesel,Individual,Manual,2,19.1 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,5,1405 70 135@2500
Tata,Indica,Vista TDI LX,2011,10500,62121.21212,Diesel,Individual,Manual,1,19.1 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,5,1405 70 135@2500
Tata,Indica,Vista TDI LX,2011,10500,74545.45455,Diesel,Individual,Manual,1,19.4 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,5,1405 70 135@2500
Tata,Indica,Vista TDI LX,2011,17500,49696.9697,Diesel,Individual,Manual,1,19.4 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,5,1405 70 135@2500
Tata,Indica,Vista TDI LX,2012,13000,28575.75758,Diesel,Individual,Manual,1,19.4 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,5,1405 70 135@2500
Tata,Indica,Vista TDI LX,2012,7000,114924.2424,Diesel,Individual,Manual,2,19.4 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,5,1405 70 135@2500
Tata,Indica,Vista TDI LX,2012,9000,62121.21212,Diesel,Individual,Manual,2,19.4 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,5,1405 70 135@2500
Tata,Indica,Vista TDI LX,2013,13750,68333.33333,Diesel,Individual,Manual,1,19.1 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,5,1405 70 135@2500
Tata,Indica,Vista TDI LX,2013,10000,74545.45455,Diesel,Individual,Manual,1,19.4 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,5,1405 70 135@2500
Tata,Indica,Vista TDI LX,2013,11250,43484.84848,Diesel,Individual,Manual,2,19.4 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,5,1405 70 135@2500
Tata,Indica,Vista TDI LX,2014,20000,27954.54545,Diesel,Individual,Manual,1,19.1 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,5,1405 70 135@2500
Tata,Indica,Vista TDI LX,2014,10000,74545.45455,Diesel,Individual,Manual,2,19.1 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,5,1405 70 135@2500
Tata,Indica,Vista TDI LX,2014,14000,62121.21212,Diesel,Individual,Manual,1,19.1 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,5,1405 70 135@2500
Tata,Indica,Vista Terra 1.4 TDI,2009,6250,62121.21212,Diesel,Individual,Manual,2,17.0 kmpl,1405 CC,71 bhp,135Nm@ 2500rpm,5,1405 71 135@2500
Tata,Indica,Vista Terra 1.4 TDI,2009,6750,68333.33333,Diesel,Individual,Manual,2,17.0 kmpl,1405 CC,71 bhp,135Nm@ 2500rpm,5,1405 71 135@2500
Tata,Indica,Vista Terra 1.4 TDI,2009,8500,34643.75758,Diesel,Individual,Manual,1,17.0 kmpl,1405 CC,71 bhp,135Nm@ 2500rpm,5,1405 71 135@2500
Tata,Indica,Vista Terra 1.4 TDI,2010,8500,68333.33333,Diesel,Individual,Manual,2,17.0 kmpl,1405 CC,71 bhp,135Nm@ 2500rpm,5,1405 71 135@2500
Tata,Indica,Vista Terra 1.4 TDI,2010,9000,74545.45455,Diesel,Individual,Manual,1,17.0 kmpl,1405 CC,71 bhp,135Nm@ 2500rpm,5,1405 71 135@2500
Tata,Indica,Vista Terra 1.4 TDI,2011,10000,49696.9697,Diesel,Individual,Manual,1,17.0 kmpl,1405 CC,71 bhp,135Nm@ 2500rpm,5,1405 71 135@2500
Tata,Indica,Vista Terra Quadrajet 1.3L,2010,5250,74545.45455,Diesel,Individual,Manual,2,18.0 kmpl,1248 CC,75 bhp,190Nm@ 1750rpm,5,1248 75 190@1750
Tata,Indica,Vista Terra Quadrajet 1.3L,2010,5550,62121.21212,Diesel,Individual,Manual,2,18.0 kmpl,1248 CC,75 bhp,190Nm@ 1750rpm,5,1248 75 190@1750
Tata,Indica,Vista Terra Quadrajet 1.3L BS IV,2011,9000,54045.45455,Diesel,Individual,Manual,1,18.0 kmpl,1248 CC,75 bhp,190Nm@ 1750rpm,5,1248 75 190@1750
Tata,Indica,Vista Terra TDI BSIII,2011,3500,49696.9697,Diesel,Individual,Manual,2,17.0 kmpl,1405 CC,71 bhp,135Nm@ 2500rpm,5,1405 71 135@2500